"player","position","season","Team","GP","TOI","onGF_60","onGA_60","onG_diff_60","onxGF_60","onxGA_60","onxG_diff_60","onSF_60","onSA_60","onS_diff_60","onFF_60","onFA_60","onF_diff_60","onCF_60","onCA_60","onC_diff_60","onSh_perc","onxGA_per_FA"
"RYAN.NUGENT-HOPKINS","F","20162017","EDM",15,19.13,3.14,3.14,0,7.81,5.9,1.91,59.59,37.64,21.96,81.55,53.32,28.23,87.82,56.46,31.36,5.26,0.1106
"RYAN.NUGENT-HOPKINS","F","20172018","EDM",9,12.08,4.97,4.97,0,8.15,7.65,0.5,59.6,44.7,14.9,74.5,64.57,9.93,74.5,69.54,4.97,8.33,0.1185
"RYAN.NUGENT-HOPKINS","F","20182019","EDM",11,12.88,4.66,4.66,0,6.61,3.54,3.07,60.56,37.27,23.29,69.88,46.58,23.29,74.53,46.58,27.95,7.69,0.076
"RYAN.O'REILLY","F","20162017","BUF",14,18.07,6.64,3.32,3.32,4.05,6.18,-2.13,29.88,33.2,-3.32,36.52,59.77,-23.24,39.85,69.73,-29.88,22.22,0.1033
"RYAN.O'REILLY","F","20172018","BUF",15,20.22,5.93,14.84,-8.9,7.63,6.38,1.25,50.45,53.41,-2.97,65.28,68.25,-2.97,71.22,83.09,-11.87,11.76,0.0935
"RYAN.O'REILLY","F","20182019","STL",18,27.25,6.61,4.4,2.2,5.13,3.37,1.76,41.83,26.42,15.41,50.64,41.83,8.81,63.85,50.64,13.21,15.79,0.0805
"RYAN.PULOCK","D","20172018","NYI",10,11.05,5.43,0,5.43,6.57,6.9,-0.33,59.73,38.01,21.72,81.45,59.73,21.72,92.31,65.16,27.15,9.09,0.1155
"RYAN.PULOCK","D","20182019","NYI",15,20.12,5.96,2.98,2.98,5.13,3.64,1.49,44.73,32.8,11.93,50.7,35.79,14.91,77.53,35.79,41.75,13.33,0.1017
"RYAN.SPOONER","F","20162017","BOS",9,6.93,8.66,25.97,-17.32,4.76,4.16,0.61,43.29,51.95,-8.66,51.95,51.95,0,51.95,51.95,0,20,0.08
"RYAN.SPOONER","F","20172018","BOS",4,5.52,0,0,0,3.7,12.17,-8.48,10.87,76.09,-65.22,21.74,97.83,-76.09,32.61,108.7,-76.09,0,0.1244
"RYAN.STROME","F","20162017","NYI",9,6.7,8.96,0,8.96,7.43,5.46,1.97,44.78,35.82,8.96,80.6,44.78,35.82,80.6,53.73,26.87,20,0.122
"RYAN.STROME","F","20172018","EDM",12,13.02,4.61,4.61,0,5.85,7.56,-1.71,46.08,36.87,9.22,59.91,46.08,13.82,59.91,64.52,-4.61,10,0.164
"RYAN.STROME","F","20182019","NYR",10,10.12,11.86,5.93,5.93,5.57,6.52,-0.95,35.57,53.36,-17.79,41.5,71.15,-29.64,47.43,88.93,-41.5,33.33,0.0917
"RYAN.SUTER","D","20162017","MIN",12,14.8,0,8.11,-8.11,4.66,4.34,0.32,44.59,40.54,4.05,52.7,60.81,-8.11,52.7,72.97,-20.27,0,0.0713
"RYAN.SUTER","D","20172018","MIN",16,20.9,0,8.61,-8.61,3.65,3.76,-0.11,43.06,25.84,17.22,48.8,34.45,14.35,60.29,40.19,20.1,0,0.1092
"RYAN.SUTER","D","20182019","MIN",11,13.38,8.97,8.97,0,6.14,3.05,3.09,26.91,22.42,4.48,62.78,40.36,22.42,80.72,49.33,31.39,33.33,0.0756
"SAM.BENNETT","F","20162017","CGY",8,6.02,0,0,0,2.79,1.89,0.9,29.9,49.83,-19.93,29.9,49.83,-19.93,39.87,49.83,-9.97,0,0.038
"SAM.BENNETT","F","20172018","CGY",8,5.43,0,0,0,13.48,2.21,11.27,99.45,11.05,88.4,110.5,22.1,88.4,110.5,22.1,88.4,0,0.1
"SAM.GAGNER","F","20162017","CBJ",9,11.28,10.64,5.32,5.32,11.22,4.73,6.49,69.15,42.55,26.6,90.43,53.19,37.23,90.43,69.15,21.28,15.38,0.089
"SAM.GAGNER","F","20172018","VAN",8,7.57,15.85,7.93,7.93,4.44,4.68,-0.24,23.78,39.63,-15.85,31.7,63.41,-31.7,39.63,63.41,-23.78,66.67,0.0738
"SAMI.VATANEN","D","20162017","ANA",9,8.03,7.47,14.94,-7.47,11.13,2.76,8.37,52.3,29.89,22.42,67.25,44.83,22.42,74.72,52.3,22.42,14.29,0.0617
"SAMI.VATANEN","D","20172018","ANA",4,5.03,0,11.93,-11.93,3.22,6.8,-3.58,11.93,47.71,-35.79,23.86,59.64,-35.79,35.79,59.64,-23.86,0,0.114
"SAMI.VATANEN","D","20172018","N.J",10,11.45,15.72,5.24,10.48,9.64,5.08,4.56,57.64,47.16,10.48,73.36,62.88,10.48,78.6,62.88,15.72,27.27,0.0808
"SAMI.VATANEN","D","20182019","N.J",8,15.33,3.91,7.83,-3.91,1.02,7.71,-6.69,7.83,46.97,-39.14,7.83,54.79,-46.97,15.66,66.54,-50.88,50,0.1407
"SAM.REINHART","F","20162017","BUF",9,8.45,0,21.3,-21.3,3.48,4.54,-1.07,35.5,49.7,-14.2,42.6,49.7,-7.1,49.7,49.7,0,0,0.0914
"SAM.REINHART","F","20172018","BUF",10,10.97,5.47,10.94,-5.47,5.85,6.02,-0.16,21.88,49.23,-27.35,32.82,65.63,-32.82,38.29,87.51,-49.23,25,0.0917
"SAM.REINHART","F","20182019","BUF",16,23.83,5.04,7.55,-2.52,6.29,5.46,0.83,42.8,40.29,2.52,55.39,50.36,5.04,62.95,55.39,7.55,11.76,0.1085
"SAMUEL.GIRARD","D","20172018","COL",6,5.93,0,20.24,-20.24,7.18,10.42,-3.24,50.59,70.83,-20.24,70.83,70.83,0,80.94,80.94,0,0,0.1471
"SAMUEL.GIRARD","D","20182019","COL",13,13.5,0,13.33,-13.33,3.6,3.33,0.27,35.56,48.89,-13.33,53.33,57.78,-4.44,62.22,75.56,-13.33,0,0.0577
"SEAN.COUTURIER","F","20162017","PHI",18,19.82,6.05,3.03,3.03,8.36,3.75,4.6,45.41,30.27,15.14,66.6,39.35,27.25,78.71,57.52,21.19,13.33,0.0954
"SEAN.COUTURIER","F","20172018","PHI",24,28.77,10.43,8.34,2.09,3.92,6.82,-2.9,29.2,62.57,-33.37,47.97,70.91,-22.94,52.14,81.33,-29.2,35.71,0.0962
"SEAN.COUTURIER","F","20182019","PHI",15,15.4,7.79,7.79,0,5.61,7.79,-2.18,42.86,35.06,7.79,54.55,54.55,0,66.23,62.34,3.9,18.18,0.1429
"SEAN.KURALY","F","20182019","BOS",9,8.57,7,0,7,3.71,5.6,-1.89,35.01,56.01,-21,35.01,56.01,-21,56.01,77.01,-21,20,0.1
"SEAN.MONAHAN","F","20162017","CGY",16,16.03,11.23,0,11.23,4.87,4.12,0.75,59.89,37.43,22.46,63.63,52.4,11.23,82.35,67.37,14.97,18.75,0.0786
"SEAN.MONAHAN","F","20172018","CGY",17,26.33,9.12,2.28,6.84,9.53,4.06,5.47,54.69,25.07,29.62,75.2,38.74,36.46,77.48,47.85,29.62,16.67,0.1047
"SEAN.MONAHAN","F","20182019","CGY",11,12.92,13.93,4.64,9.29,11.24,8.82,2.41,78.95,41.8,37.15,88.24,74.3,13.93,97.52,83.59,13.93,17.65,0.1188
"SEBASTIAN.AHO","F","20162017","CAR",17,15.93,7.53,7.53,0,5.76,5.01,0.75,41.43,45.2,-3.77,60.26,60.26,0,67.8,67.8,0,18.18,0.0831
"SEBASTIAN.AHO","F","20172018","CAR",16,21.43,2.8,11.2,-8.4,6.64,3.67,2.97,44.8,30.8,14,64.4,36.4,28,72.8,42,30.8,6.25,0.1008
"SEBASTIAN.AHO","F","20182019","CAR",13,14.58,12.35,16.46,-4.12,6.17,5.72,0.45,41.15,41.15,0,61.73,45.27,16.46,69.96,45.27,24.69,30,0.1264
"SETH.JONES","D","20162017","CBJ",17,22.38,10.72,5.36,5.36,5.52,3.89,1.64,37.53,32.17,5.36,50.94,42.9,8.04,50.94,56.3,-5.36,28.57,0.0906
"SETH.JONES","D","20172018","CBJ",20,31.52,3.81,0,3.81,4.38,4.64,-0.27,28.55,39.97,-11.42,38.07,53.3,-15.23,45.69,60.91,-15.23,13.33,0.0871
"SETH.JONES","D","20182019","CBJ",13,19.73,15.21,9.12,6.08,6.26,4.74,1.52,42.57,33.45,9.12,48.66,39.53,9.12,60.82,54.74,6.08,35.71,0.12
"SHANE.DOAN","F","20162017","ARI",8,5.53,0,10.85,-10.85,10.85,11.83,-0.98,75.95,97.65,-21.7,86.8,130.2,-43.4,97.65,130.2,-32.55,0,0.0908
"SHANE.PRINCE","F","20162017","NYI",10,8.88,6.76,13.51,-6.76,7.03,8.78,-1.76,40.54,54.05,-13.51,67.57,81.08,-13.51,74.32,108.11,-33.78,16.67,0.1083
"SHAYNE.GOSTISBEHERE","D","20162017","PHI",22,35.82,8.38,3.35,5.03,6.77,4.17,2.6,38.53,35.18,3.35,58.63,43.55,15.08,75.38,55.28,20.1,21.74,0.0958
"SHAYNE.GOSTISBEHERE","D","20172018","PHI",20,30,8,8,0,6.64,7.5,-0.86,38,56,-18,58,74,-16,64,86,-22,21.05,0.1014
"SHAYNE.GOSTISBEHERE","D","20182019","PHI",13,12.67,14.21,18.94,-4.74,7.01,7.1,-0.09,47.36,47.36,0,66.3,56.83,9.47,85.24,71.03,14.21,30,0.125
"SHEA.THEODORE","D","20172018","VGK",9,10.17,23.6,5.9,17.7,15.63,3.07,12.57,117.99,35.4,82.6,135.69,41.3,94.4,165.19,53.1,112.09,20,0.0743
"SHEA.THEODORE","D","20182019","VGK",10,9.28,12.93,12.93,0,11.31,2.39,8.92,84.05,25.86,58.19,116.38,25.86,90.52,148.71,32.33,116.38,15.38,0.0925
"SHEA.WEBER","D","20162017","MTL",19,19.53,6.14,3.07,3.07,3.96,6.14,-2.18,33.79,55.3,-21.51,43.01,61.44,-18.43,52.23,70.66,-18.43,18.18,0.1
"SHEA.WEBER","D","20172018","MTL",7,7.1,0,0,0,1.86,2.96,-1.1,42.25,42.25,0,50.7,42.25,8.45,50.7,42.25,8.45,0,0.07
"SIDNEY.CROSBY","F","20162017","PIT",18,24.15,7.45,0,7.45,7.06,5.71,1.34,52.17,42.24,9.94,59.63,54.66,4.97,72.05,69.57,2.48,14.29,0.1045
"SIDNEY.CROSBY","F","20172018","PIT",18,18.48,9.74,6.49,3.25,5.32,2.21,3.12,45.45,22.73,22.73,55.19,32.47,22.73,55.19,35.71,19.48,21.43,0.068
"SIDNEY.CROSBY","F","20182019","PIT",18,21.72,5.52,5.52,0,6.71,5.52,1.19,46.96,30.39,16.57,66.3,35.91,30.39,80.11,41.44,38.67,11.76,0.1538
"STEVEN.STAMKOS","F","20172018","T.B",14,14.1,4.26,0,4.26,5.91,3.74,2.17,46.81,29.79,17.02,72.34,55.32,17.02,80.85,63.83,17.02,9.09,0.0677
"STEVEN.STAMKOS","F","20182019","T.B",14,16.5,0,3.64,-3.64,3.2,3.71,-0.51,29.09,47.27,-18.18,36.36,58.18,-21.82,43.64,58.18,-14.55,0,0.0638
"SVEN.BAERTSCHI","F","20162017","VAN",13,6.87,0,34.93,-34.93,5.68,9.96,-4.28,26.2,61.14,-34.93,43.67,104.8,-61.14,52.4,122.27,-69.87,0,0.095
"SVEN.BAERTSCHI","F","20172018","VAN",8,8.43,14.23,7.12,7.12,4.2,4.63,-0.43,49.82,35.59,14.23,56.94,42.7,14.23,78.29,49.82,28.47,28.57,0.1083
"TANNER.PEARSON","F","20162017","L.A",18,13.82,26.05,4.34,21.71,8.77,5.69,3.08,56.44,26.05,30.39,78.15,39.07,39.07,86.83,47.76,39.07,46.15,0.1456
"TANNER.PEARSON","F","20172018","L.A",10,8.2,21.95,21.95,0,10.02,9.15,0.88,80.49,58.54,21.95,87.8,58.54,29.27,95.12,73.17,21.95,27.27,0.1562
"TAYLOR.HALL","F","20162017","N.J",16,16.72,14.35,7.18,7.18,4.74,10.66,-5.92,25.12,57.42,-32.3,43.06,75.36,-32.3,46.65,93.3,-46.65,57.14,0.1414
"TAYLOR.HALL","F","20172018","N.J",18,26.43,9.08,6.81,2.27,5.38,5.61,-0.23,43.13,34.05,9.08,52.21,45.4,6.81,68.1,49.94,18.16,21.05,0.1235
"TAYLOR.HALL","F","20182019","N.J",6,10.95,0,10.96,-10.96,2.41,10.58,-8.16,21.92,60.27,-38.36,21.92,65.75,-43.84,32.88,65.75,-32.88,0,0.1608
"TEUVO.TERAVAINEN","F","20162017","CAR",15,16.27,7.38,7.38,0,4.68,2.91,1.77,36.88,25.81,11.06,51.63,33.19,18.44,59,47.94,11.06,20,0.0878
"TEUVO.TERAVAINEN","F","20172018","CAR",13,16.67,3.6,14.4,-10.8,7.34,4.93,2.41,43.19,39.59,3.6,61.19,46.79,14.4,71.99,57.59,14.4,8.33,0.1054
"TEUVO.TERAVAINEN","F","20182019","CAR",13,11.27,10.65,10.65,0,7.03,3.09,3.94,42.59,21.3,21.3,53.24,31.94,21.3,53.24,31.94,21.3,25,0.0967
"THOMAS.CHABOT","D","20172018","OTT",8,14.22,4.22,0,4.22,5.49,2.53,2.95,46.41,16.88,29.54,63.29,29.54,33.76,71.73,46.41,25.32,9.09,0.0857
"THOMAS.CHABOT","D","20182019","OTT",10,13.1,13.74,9.16,4.58,7.69,4.03,3.66,45.8,32.06,13.74,54.96,41.22,13.74,59.54,50.38,9.16,30,0.0978
"THOMAS.HICKEY","D","20162017","NYI",11,8.4,21.43,0,21.43,7.71,7.71,0,57.14,57.14,0,64.29,71.43,-7.14,71.43,85.71,-14.29,37.5,0.108
"THOMAS.HICKEY","D","20172018","NYI",12,8.62,6.96,6.96,0,8.56,4.87,3.69,48.72,48.72,0,62.65,48.72,13.92,76.57,48.72,27.84,14.29,0.1
"THOMAS.VANEK","F","20162017","DET",9,9.25,0,0,0,1.56,6.23,-4.67,32.43,51.89,-19.46,51.89,71.35,-19.46,64.86,77.84,-12.97,0,0.0873
"TIMO.MEIER","F","20172018","S.J",7,5.23,0,34.42,-34.42,1.95,8.83,-6.88,11.47,80.31,-68.83,11.47,80.31,-68.83,11.47,91.78,-80.31,0,0.11
"TIMO.MEIER","F","20182019","S.J",11,8.83,13.59,0,13.59,1.63,4.14,-2.51,20.39,33.98,-13.59,20.39,54.36,-33.98,20.39,67.95,-47.57,66.67,0.0762
"TJ.BRODIE","D","20162017","CGY",14,16.62,10.83,3.61,7.22,5.02,3.43,1.59,43.32,21.66,21.66,50.54,28.88,21.66,64.98,36.1,28.88,25,0.1188
"TJ.BRODIE","D","20172018","CGY",17,25.67,7.01,4.67,2.34,9.61,3.11,6.5,51.42,23.37,28.05,74.8,28.05,46.75,77.13,32.72,44.41,13.64,0.1108
"TJ.BRODIE","D","20182019","CGY",8,7.42,24.26,8.09,16.17,10.35,3.72,6.63,48.52,16.17,32.35,56.6,32.35,24.26,64.69,48.52,16.17,50,0.115
"T.J..OSHIE","F","20162017","WSH",9,8.63,13.9,0,13.9,5.63,1.95,3.68,41.71,34.76,6.95,55.62,34.76,20.86,62.57,34.76,27.81,33.33,0.056
"T.J..OSHIE","F","20172018","WSH",14,14.5,8.28,12.41,-4.14,3.27,4.8,-1.53,24.83,28.97,-4.14,45.52,45.52,0,45.52,66.21,-20.69,33.33,0.1055
"T.J..OSHIE","F","20182019","WSH",10,9.83,6.1,0,6.1,7.69,2.5,5.19,54.93,30.52,24.42,54.93,30.52,24.42,73.25,30.52,42.73,11.11,0.082
"TOBIAS.ENSTROM","D","20162017","WPG",7,5.32,11.28,11.28,0,7.89,3.95,3.95,33.83,45.11,-11.28,45.11,56.39,-11.28,45.11,101.5,-56.39,33.33,0.07
"TOBIAS.RIEDER","F","20162017","ARI",14,13.38,4.48,4.48,0,5.25,8.39,-3.14,35.87,53.81,-17.94,44.84,71.75,-26.91,62.78,76.23,-13.45,12.5,0.1169
"TOBIAS.RIEDER","F","20172018","ARI",8,5.67,0,10.58,-10.58,4.76,5.4,-0.63,42.33,31.75,10.58,63.49,63.49,0,95.24,74.07,21.16,0,0.085
"TOMAS.HERTL","F","20162017","S.J",5,5.08,0,11.81,-11.81,3.43,7.68,-4.25,35.43,59.06,-23.62,35.43,94.49,-59.06,59.06,94.49,-35.43,0,0.0812
"TOMAS.HERTL","F","20172018","S.J",17,18.8,9.57,3.19,6.38,5.9,4.4,1.5,41.49,44.68,-3.19,60.64,44.68,15.96,73.4,47.87,25.53,23.08,0.0986
"TOMAS.HERTL","F","20182019","S.J",11,10.42,11.52,11.52,0,5.47,2.3,3.17,46.07,23.03,23.03,46.07,40.31,5.76,51.82,51.82,0,25,0.0571
"TOMAS.PLEKANEC","F","20162017","MTL",17,14.97,4.01,0,4.01,4.41,3.09,1.32,36.07,40.08,-4.01,52.1,40.08,12.02,56.11,48.1,8.02,11.11,0.077
"TOMAS.PLEKANEC","F","20172018","MTL",10,8.18,7.33,7.33,0,5.35,3.81,1.54,58.68,44.01,14.67,58.68,44.01,14.67,66.01,44.01,22,12.5,0.0867
"TOMAS.TATAR","F","20162017","DET",23,25.53,2.35,9.4,-7.05,2.66,6.91,-4.25,30.55,47,-16.45,35.25,47,-11.75,47,49.35,-2.35,7.69,0.147
"TOMAS.TATAR","F","20172018","DET",14,12.37,9.7,14.55,-4.85,3.25,5.09,-1.84,38.8,19.4,19.4,48.5,29.1,19.4,53.35,29.1,24.25,25,0.175
"TOM.PYATT","F","20162017","OTT",10,8.07,7.43,0,7.43,2.83,2.16,0.67,29.74,7.43,22.3,37.17,29.74,7.43,37.17,44.61,-7.43,25,0.0725
"TOM.WILSON","F","20182019","WSH",9,6.47,0,0,0,2.87,7.14,-4.27,37.09,46.37,-9.27,55.64,46.37,9.27,83.46,64.91,18.55,0,0.154
"TONY.DEANGELO","D","20162017","ARI",5,6.37,0,9.42,-9.42,9.7,15.26,-5.56,56.51,84.77,-28.26,75.35,122.45,-47.1,94.19,131.87,-37.68,0,0.1246
"TONY.DEANGELO","D","20182019","NYR",14,17.47,3.43,3.43,0,5.87,6.46,-0.58,41.21,51.52,-10.3,54.95,68.69,-13.74,61.82,72.12,-10.3,8.33,0.094
"TOREY.KRUG","D","20162017","BOS",12,17.87,10.07,0,10.07,6.41,2.35,4.06,36.93,13.43,23.5,63.79,30.22,33.58,73.87,33.58,40.29,27.27,0.0778
"TOREY.KRUG","D","20172018","BOS",18,22.42,10.7,10.7,0,6.32,6.4,-0.08,42.82,56.2,-13.38,53.52,69.58,-16.06,64.23,80.29,-16.06,25,0.0919
"TOREY.KRUG","D","20182019","BOS",15,17.72,10.16,3.39,6.77,3.32,4.71,-1.39,33.86,44.02,-10.16,40.63,54.18,-13.54,50.79,74.49,-23.7,30,0.0869
"TRAVIS.HAMONIC","D","20162017","NYI",8,7.05,0,8.51,-8.51,4.85,12.43,-7.57,17.02,68.09,-51.06,42.55,102.13,-59.57,42.55,110.64,-68.09,0,0.1217
"TRAVIS.KONECNY","F","20172018","PHI",19,21.25,11.29,2.82,8.47,4.88,6.13,-1.24,33.88,56.47,-22.59,53.65,67.76,-14.12,59.29,84.71,-25.41,33.33,0.0904
"TRAVIS.KONECNY","F","20182019","PHI",15,13.18,4.55,9.1,-4.55,5.01,9.47,-4.46,54.63,54.63,0,63.73,68.29,-4.55,77.39,86.49,-9.1,8.33,0.1387
"TRAVIS.SANHEIM","D","20182019","PHI",8,7.87,15.25,0,15.25,13.8,9.91,3.89,83.86,53.37,30.5,91.49,68.61,22.87,106.73,68.61,38.12,18.18,0.1444
"TRAVIS.ZAJAC","F","20162017","N.J",19,20.8,2.88,8.65,-5.77,1.76,7.59,-5.83,11.54,46.15,-34.62,20.19,54.81,-34.62,28.85,69.23,-40.38,25,0.1384
"TRAVIS.ZAJAC","F","20172018","N.J",10,14.02,0,0,0,2.44,8.39,-5.95,21.4,47.08,-25.68,25.68,68.47,-42.8,34.24,72.75,-38.52,0,0.1225
"TRAVIS.ZAJAC","F","20182019","N.J",11,12.18,0,9.85,-9.85,4.29,8.13,-3.84,19.7,39.41,-19.7,34.48,39.41,-4.93,39.41,49.26,-9.85,0,0.2062
"TREVOR.DALEY","D","20162017","PIT",12,8.38,7.16,7.16,0,5.94,8.09,-2.15,42.96,78.76,-35.8,50.12,78.76,-28.64,57.28,78.76,-21.48,16.67,0.1027
"TREVOR.DALEY","D","20172018","DET",13,13.63,8.8,8.8,0,7.75,3.57,4.18,61.63,39.62,22.01,70.43,52.82,17.61,74.83,61.63,13.21,14.29,0.0675
"TREVOR.DALEY","D","20182019","DET",8,7.75,0,7.74,-7.74,6.12,6.97,-0.85,38.71,38.71,0,69.68,54.19,15.48,77.42,54.19,23.23,0,0.1286
"TREVOR.LEWIS","F","20172018","L.A",12,8.78,0,20.5,-20.5,6.01,4.37,1.64,54.67,34.17,20.5,61.5,34.17,27.33,88.84,41,47.84,0,0.128
"TROY.STECHER","D","20162017","VAN",11,8.8,6.82,0,6.82,9.34,7.16,2.18,75,34.09,40.91,88.64,61.36,27.27,102.27,68.18,34.09,9.09,0.1167
"TROY.STECHER","D","20182019","VAN",8,11.72,0,0,0,4.76,3.89,0.87,46.08,30.72,15.36,46.08,46.08,0,71.67,66.55,5.12,0,0.0844
"TYLER.BERTUZZI","F","20182019","DET",8,7.1,8.45,8.45,0,5.07,6.34,-1.27,33.8,42.25,-8.45,59.15,84.51,-25.35,59.15,84.51,-25.35,25,0.075
"TYLER.BOZAK","F","20162017","TOR",14,13.72,4.37,0,4.37,7.57,7.08,0.48,34.99,26.24,8.75,56.85,56.85,0,69.97,74.34,-4.37,12.5,0.1246
"TYLER.BOZAK","F","20172018","TOR",9,6.58,0,0,0,0.82,4.74,-3.92,9.12,36.47,-27.36,18.24,36.47,-18.24,27.36,36.47,-9.12,0,0.13
"TYLER.BOZAK","F","20182019","STL",12,11.88,0,5.05,-5.05,6.16,2.42,3.74,30.3,35.35,-5.05,45.45,35.35,10.1,60.61,35.35,25.25,0,0.0686
"TYLER.JOHNSON","F","20162017","T.B",14,11,16.36,0,16.36,5.84,1.75,4.09,38.18,21.82,16.36,49.09,32.73,16.36,60,32.73,27.27,42.86,0.0533
"TYLER.JOHNSON","F","20172018","T.B",12,10.52,5.7,5.7,0,7.53,5.76,1.77,51.33,34.22,17.11,68.44,39.92,28.52,74.14,57.03,17.11,11.11,0.1443
"TYLER.JOHNSON","F","20182019","T.B",11,9.37,6.4,6.4,0,3.39,2.31,1.09,19.21,32.02,-12.81,38.42,32.02,6.4,44.82,51.23,-6.4,33.33,0.072
"TYLER.MYERS","D","20172018","WPG",15,16.83,10.7,7.13,3.57,7.74,8.63,-0.89,46.35,46.35,0,57.04,64.17,-7.13,64.17,78.43,-14.26,23.08,0.1344
"TYLER.MYERS","D","20182019","WPG",7,8.83,13.59,0,13.59,14.27,2.85,11.42,95.13,13.59,81.54,95.13,33.98,61.16,101.93,40.77,61.16,14.29,0.084
"TYLER.SEGUIN","F","20162017","DAL",14,11.7,5.13,15.38,-10.26,1.95,8.15,-6.21,30.77,51.28,-20.51,35.9,66.67,-30.77,41.03,71.79,-30.77,16.67,0.1223
"TYLER.SEGUIN","F","20172018","DAL",17,22.57,7.98,2.66,5.32,5.16,3.7,1.46,50.51,23.93,26.58,55.83,42.53,13.29,61.14,50.51,10.63,15.79,0.0869
"TYLER.SEGUIN","F","20182019","DAL",12,15.63,7.68,3.84,3.84,5.49,5.68,-0.19,49.9,42.23,7.68,69.1,65.26,3.84,84.45,69.1,15.36,15.38,0.0871
"TYLER.TOFFOLI","F","20162017","L.A",12,10.63,16.93,0,16.93,4.57,5.7,-1.13,50.8,11.29,39.51,62.09,39.51,22.58,73.38,62.09,11.29,33.33,0.1443
"TYLER.TOFFOLI","F","20172018","L.A",12,12.68,0,0,0,4.78,3.69,1.09,33.12,28.39,4.73,42.59,42.59,0,47.32,52.05,-4.73,0,0.0867
"TYLER.TOFFOLI","F","20182019","L.A",16,14.98,8.01,4.01,4.01,5.33,4.45,0.88,48.06,36.05,12.02,52.07,48.06,4.01,68.09,60.08,8.01,16.67,0.0925
"TYSON.BARRIE","D","20162017","COL",10,14.37,4.18,0,4.18,3.84,3.72,0.13,25.05,45.93,-20.88,37.58,62.63,-25.05,45.93,75.16,-29.23,16.67,0.0593
"TYSON.BARRIE","D","20172018","COL",13,14.32,4.19,20.95,-16.76,3.06,10.31,-7.25,25.14,92.18,-67.04,29.33,100.56,-71.23,41.9,113.13,-71.23,16.67,0.1025
"TYSON.BARRIE","D","20182019","COL",13,15.25,3.93,11.8,-7.87,1.65,6.02,-4.37,11.8,51.15,-39.34,27.54,62.95,-35.41,51.15,62.95,-11.8,33.33,0.0956
"VALTTERI.FILPPULA","F","20162017","T.B",8,9.83,0,6.1,-6.1,2.99,1.77,1.22,12.21,18.31,-6.1,36.62,24.42,12.21,48.83,24.42,24.42,0,0.0725
"VALTTERI.FILPPULA","F","20172018","PHI",16,12.78,9.39,0,9.39,6.67,5.77,0.89,42.25,37.56,4.69,61.03,61.03,0,70.42,75.12,-4.69,22.22,0.0946
"VALTTERI.FILPPULA","F","20182019","NYI",11,11.83,10.14,0,10.14,2.54,2.54,0,25.36,20.29,5.07,30.43,30.43,0,35.5,30.43,5.07,40,0.0833
"VICTOR.HEDMAN","D","20162017","T.B",19,27.77,8.64,6.48,2.16,4.52,3.67,0.84,34.57,30.25,4.32,49.69,43.21,6.48,62.66,45.37,17.28,25,0.085
"VICTOR.HEDMAN","D","20172018","T.B",15,17.6,3.41,3.41,0,7.36,3.99,3.38,61.36,27.27,34.09,78.41,54.55,23.86,81.82,61.36,20.45,5.56,0.0731
"VICTOR.HEDMAN","D","20182019","T.B",16,25.93,11.57,4.63,6.94,5.6,2.24,3.36,41.65,27.77,13.88,55.53,37.02,18.51,60.16,46.28,13.88,27.78,0.0606
"VICTOR.METE","D","20172018","MTL",7,9.13,6.57,0,6.57,12.22,3.75,8.48,72.29,26.29,46,85.43,26.29,59.15,92,39.43,52.57,9.09,0.1425
"VICTOR.RASK","F","20162017","CAR",15,15.77,0,22.83,-22.83,2.63,8.14,-5.52,22.83,64.68,-41.85,30.44,68.48,-38.05,30.44,87.51,-57.07,0,0.1189
"VICTOR.RASK","F","20172018","CAR",4,5.4,0,0,0,14.67,3.22,11.44,77.78,0,77.78,111.11,22.22,88.89,144.44,33.33,111.11,0,0.145
"VIKTOR.ARVIDSSON","F","20162017","NSH",16,15.9,3.77,3.77,0,2.38,7.21,-4.83,18.87,49.06,-30.19,22.64,83.02,-60.38,26.42,90.57,-64.15,20,0.0868
"VIKTOR.ARVIDSSON","F","20172018","NSH",20,23.38,7.7,5.13,2.57,4.72,5.9,-1.18,25.66,38.49,-12.83,33.36,56.46,-23.1,41.06,74.42,-33.36,30,0.1045
"VIKTOR.ARVIDSSON","F","20182019","NSH",10,10.03,11.96,5.98,5.98,1.38,2.39,-1.02,23.93,5.98,17.95,23.93,29.91,-5.98,41.87,47.86,-5.98,50,0.08
"VINCE.DUNN","D","20182019","STL",14,11.12,5.4,5.4,0,4.48,4.15,0.32,43.17,16.19,26.98,48.56,32.37,16.19,64.75,37.77,26.98,12.5,0.1283
"VINCENT.TROCHECK","F","20162017","FLA",22,33.4,3.59,7.19,-3.59,3.65,5.12,-1.47,25.15,34.13,-8.98,39.52,43.11,-3.59,55.69,55.69,0,14.29,0.1188
"VINCENT.TROCHECK","F","20172018","FLA",13,19.4,0,6.19,-6.19,5.51,8.1,-2.6,46.39,49.48,-3.09,64.95,68.04,-3.09,83.51,74.23,9.28,0,0.1191
"VINCENT.TROCHECK","F","20182019","FLA",11,13.73,4.37,0,4.37,8.61,1.44,7.17,65.55,30.59,34.96,74.29,30.59,43.7,78.66,56.81,21.85,6.67,0.0471
